term_id	ontology	label	definition	synonyms	deprecated	directly_referenced	label_only
ENVO:00000402	ENVO	mud volcano	A volcano created by geologically excreted liquids and gases, although there are several different processes which may cause such activity. Temperatures are much cooler than igneous processes.			TRUE	FALSE
ENVO:00000403	ENVO	shield volcano	A large volcano with shallowly-sloping sides.	mount		FALSE	FALSE
ENVO:00000404	ENVO	stratovolcano	A tall, conical volcano composed of many layers of hardened lava, tephra, and volcanic ash. These volcanoes are characterized by a steep profile and periodic, explosive eruptions. The lava that flows from them is viscous, and cools and hardens before spreading very far. The source magma of this rock is classified as acidic, or high in silica to intermediate (rhyolite, dacite, or andesite).	composite volcano		FALSE	FALSE
ENVO:00000406	ENVO	mid-ocean ridge	An underwater mountain range, formed by plate tectonics. This uplifting of the ocean floor occurs when convection currents rise in the mantle beneath the oceanic crust and create magma where two tectonic plates meet at a divergent boundary. The mid-ocean ridges of the world are connected and form a single global mid-oceanic ridge system that is part of every ocean.	OceanRidge		TRUE	FALSE
ENVO:00000407	ENVO	subglacial volcano	A volcano produced by subglacial eruptions or eruptions beneath the surface of a lake melted into a glacier or ice mass by the rising lava.	tuya		FALSE	FALSE
ENVO:00000408	ENVO	volcanic fissure	A linear volcanic vent through which lava erupts, usually without any explosive activity. The vent is usually a few meters wide and may be many kilometers long. Fissure vents can cause large flood basalts and hannels. The volcano can usually be seen as a crack in the ground or on the ocean floor. Narrow fissures can be filled in with lava that hardens.	fissure|fissure vent		FALSE	FALSE
ENVO:00000409	ENVO	whirlpool	A large, swirling body of water produced by ocean tides.	WHRL|hydrographic feature		FALSE	FALSE
ENVO:00000410	ENVO	kipuka	An elevated area such as a hill, ridge or old lava dome inside or downslope from an area of active volcanism. New lava flows will cover the surrounding land, isolating the kipuka so that it appears as a (usually) forested island in a barren lava flow.			FALSE	FALSE
ENVO:00000411	ENVO	ford	The shallow part of a stream which can be easily crossed.	ford (crossing)|transportation feature		FALSE	FALSE
ENVO:00000412	ENVO	tidal watercourse	A watercourse which has the intensity and direction of its flow primarily determined by the tides.			FALSE	FALSE
ENVO:00000413	ENVO	pingo	A mound of earth-covered ice found in the Arctic, subarctic, and Antarctica that can reach up to 70 metres in height and up to 2 kilometres in diameter.	bugor|bulginniakh|hydrolaccolith|mount|pingos		FALSE	FALSE
ENVO:00000414	ENVO	natural arch	A natural formation where a rock arch forms, with a natural passageway through underneath.	arches (natural formation)|natural bridge|sea arch		FALSE	FALSE
ENVO:00000415	ENVO	raised beach	A beach or wave cut platform raised above the shore line by a relative fall in the sea level.	terrace		FALSE	FALSE
ENVO:00000416	ENVO	coastal dune	A dune which is part of a coast.			FALSE	FALSE
ENVO:00000417	ENVO	machair	A fertile low-lying raised beach found on the some of the coastlines of Ireland and Scotland, in particular in the Outer Hebrides.			FALSE	FALSE
ENVO:00000418	ENVO	ria	A submergent coastal landform that forms where sea levels rise relative to the land either as a result of eustatic sea level change; where the global sea levels rise or isostatic sea level change; where the land sinks. When this happens valleys which were previously at sea level become submerged.	drowned river valley|drowned valley|valley		TRUE	FALSE
ENVO:00000419	ENVO	stack	A geological landform consisting of a steep and often vertical column or columns of rock in the sea near a coast.			FALSE	FALSE
ENVO:00000420	ENVO	tombolo	A deposition landform such as a spit or bar which forms a narrow piece of land between an island or offshore rock and a mainland shore, or between two islands or offshore rocks. They usually form because the island causes wave refraction, depositing sand and shingle moved by longshore drift in each direction around the island where the waves meet. Eustatic sea level rise may also contribute to accretion as material is pushed up with rising sea levels.	bar|island		FALSE	FALSE
ENVO:00000421	ENVO	wave-cut platform	The narrow flat area often seen at the base of a sea cliff caused by the action of the waves.	marine terrace		FALSE	FALSE
ENVO:00000422	ENVO	limestone pavement	A natural karst landform consisting of a flat, incised surface of exposed limestone that resembles artificial pavement.			FALSE	FALSE
ENVO:00000423	ENVO	river island	An island that lies in a river.	ait|eyot|fluvial island		FALSE	FALSE
ENVO:00000424	ENVO	lake island	An island that lies in a lake.			FALSE	FALSE
ENVO:00000426	ENVO	ocean floor	A marine bed which lies below an ocean.	ocean bed|ocean floor feature|seafloor		FALSE	FALSE
ENVO:00000427	ENVO	meander	A bend in a stream. A stream flowing through a wide valley or flat plain will tend to form a meanders as it alternatively erodes and deposits sediments along its course.	oxbow loop|stream|watercourse		FALSE	FALSE
ENVO:00000428	ENVO	biome	A biome is an ecosystem which is undergoing climactic ecological succession.	EcosytemType|major habitat type		TRUE	FALSE
ENVO:00000429	ENVO	arete	A ridge which is jagged, narrow and separates glacier valleys or cirques.	ridge		FALSE	FALSE
ENVO:00000430	ENVO	dirt cone	A feature of a glacier, in which dirt, which has fallen into a hollow in the ice, forms a coating which insulates the ice below. The surrounding ice melts away, leaving the dirt cone.			FALSE	FALSE
ENVO:00000431	ENVO	drumlin field	A cluster of dozens to hundreds of similarly shaped, sized and oriented drumlins.	drumlin swarm		FALSE	FALSE
ENVO:00000432	ENVO	monadnock	An isolated hill, knob, ridge, or small mountain that rises abruptly from a gently sloping or virtually level surrounding plain.	inselberg|kopje|mount		FALSE	FALSE
ENVO:00000433	ENVO	kame terrace	A terrace associated with a kame.			FALSE	FALSE
ENVO:00000434	ENVO	outwash fan	A fan-shaped body of sediments deposited by braided streams from a melting glacier.			FALSE	FALSE
ENVO:00000435	ENVO	proglacial lake	A lake formed either by the damming action of a moraine or ice dam during the retreat of a melting glacier, or one formed by meltwater trapped against an ice mass due to isostatic depression of the crust around the ice.	lake		FALSE	FALSE
ENVO:00000436	ENVO	tunnel valley	A deep but narrow valley with a 'U' shaped cross-section and frequently a 'U' shaped plan which is usually found filled with glacial till. It is formed when the edge of an ice mass advances up a slope. Its length may be appropriately measured in centimetres or kilometres, depending on the circumstances of formation.	rinnental|tunnel-vale		FALSE	FALSE
ENVO:00000437	ENVO	Nye channel	A small tunnel valley.			FALSE	FALSE
ENVO:00000438	ENVO	alas	A steep-sided depression formed by the melting of permafrost; it may contain a lake.			FALSE	FALSE
ENVO:00000439	ENVO	dell	A small wooded valley, either U- or V-shaped.	valley		FALSE	FALSE
ENVO:00000440	ENVO	rock shelter	A shallow cave-like opening at the base of a bluff or cliff.	rockhouse		FALSE	FALSE
ENVO:00000441	ENVO	terracette	A ridge on a hillside formed when saturated soil particles expand, then contract as they dry, causing them to move slowly downhill.			FALSE	FALSE
ENVO:00000442	ENVO	maelstrom	A very powerful whirlpool.			FALSE	FALSE
ENVO:00000443	ENVO	flood control reservoir	A reservoir constructed for the purpose of containing a flood, an overflow of water from a body of water that sumerges land.	flood control basin|retention basin|storage basin		FALSE	FALSE
ENVO:00000444	ENVO	woodland clearing	A tract of land which has few or no trees and is surrounded by more heavily wooded areas.	CLEARING|burn|burnt over area|clearing|cut line|fire break|forest clearing|glade|grassland|logged area|opening		FALSE	FALSE
ENVO:00000445	ENVO	transvasement	An aquaduct to transport water from one river basin to another one, to solve problems of hydrographic imbalance. It can decrease floods, moving the water to lands with droughts.			FALSE	FALSE
ENVO:00000446	ENVO	terrestrial biome	A biome which is  primarily or completely situated on a landmass.	terrestrial realm		TRUE	FALSE
ENVO:00000447	ENVO	marine biome	An aquatic biome which is determined by a marine water body.	marine realm		TRUE	FALSE
ENVO:00000448	ENVO	hydroelectric reservoir	A reservoir constructed for the purpose of generating electricity.			FALSE	FALSE
ENVO:00000449	ENVO	drinking water reservoir	A reservoir constructed for the purpose of providing drinking water.			FALSE	FALSE
ENVO:00000450	ENVO	irrigation reservoir	A reservoir constructed for the purpose of providing water for irrigation.			FALSE	FALSE
ENVO:00000451	ENVO	amenity lake	A lake constructed, or modified, for the chief purpose of providing an amenity.			FALSE	FALSE
ENVO:00000452	ENVO	ribbon lake	A lake that is long, narrow, and finger-shaped, usually found in a glacial trough. Its formation begins when a glacier moves over an area containing alternate bands of hard and soft bedrock. The sharp-edged boulders carried at the bottom of the glacier erode the softer rock more quickly by abrasion, thus creating a hollow called a rock basin. On either side of the rock basin, the more resistant rock is eroded less and these outcrops of harder rock are known as rock bars, which act as dams between which rainwater may accumulate after the retreat of the ice age, filling up the rock basin and creating a ribbon lake. A ribbon lake may also form behind a terminal or recessional moraine, both of which also act as dams, enabling water to accumulate behind them. A ribbon lake may also occur if a tributary glacier joins a main glacier. The increase in power can create a trough, which is filled with water from a river/meltwater to create a ribbon lake.			FALSE	FALSE
ENVO:00000453	ENVO	liman	A lake or estuary that is formed at the mouth of a river where flow is blocked by a bar of sediments. It can be maritime (the bar being created by the current of a sea) or fluvial (the bar being created by the flow of a bigger river at the confluence).			FALSE	FALSE
ENVO:00000454	ENVO	turlough	A container of an intermittent lake unique to the limestone areas of Ireland, mostly west of the River Shannon. Most turloughs flood in the autumn, usually some time in October, and then dry up some time between April and July.			FALSE	FALSE
ENVO:00000455	ENVO	tarn	A mountain lake that is formed in a cirque excavated by a glacier. A moraine may form a natural dam below a tarn.	corrie loch		TRUE	FALSE
ENVO:00000456	ENVO	tidewater glacier	A glacier which terminates in a lake or the sea, with terminus either floating or grounded			FALSE	FALSE
ENVO:00000457	ENVO	plateau glacier	A glacier on a plateau or high area, smaller than an ice sheet.			FALSE	FALSE
ENVO:00000458	ENVO	valley glacier	A glacier which 1) flows for all or most of its length within the walls of a valley, in consequence having a distinct tongue and a well-defined outline and 2) descends from either high mountains, from an ice cap on a plateau, or from an ice sheet.			FALSE	FALSE
ENVO:00000459	ENVO	outlet glacier	A glacier fed by an ice sheet.			FALSE	FALSE
ENVO:00000460	ENVO	penplain	A region of low topographic relief as a consequence of erosion by streams.			FALSE	FALSE
ENVO:00000461	ENVO	pseudocrater	A volcanic landform which resembles a true volcanic crater, but differs in that it is not an actual vent from which lava has erupted. A pseudocrater is characterised by the absence of any magma conduit which connects below the surface of the earth. Pseudocraters are formed by steam explosions as flowing hot lava crosses over a wet surface, such as a swamp, a lake, or a pond. The explosive gases break through the lava surface in a manner similar to a phreatic eruption, and the tephra builds up crater-like forms which can appear very similar to real volcanic craters.	rootless vent		FALSE	FALSE
ENVO:00000462	ENVO	polygenetic volcanic field	A volcanic field of scattered volcanic vents. These volcanic fields, containing numerous polygenetic volcanoes, are noted for having more than one eruptive event from the same vent(s), rather than the more common monogenetic volcanic field. Polygenetic volcanic fields generally occur where there is a high-level magma chamber. These volcanic fields may show lithological discontinuities due to major changes in magma chemistry, volcanotectonic events, or long erosional intervals, and may last >10 million year period.			FALSE	FALSE
ENVO:00000463	ENVO	harbour	A landform which provides shelter from atmospheric weather and marine currents, waves, and other dynamics.	harbor		TRUE	FALSE
ENVO:00000464	ENVO	artificial harbor	A harbor constructed by human agency.	artificial harbour		FALSE	FALSE
ENVO:00000465	ENVO	natural harbor	A harbor which is formed by a natural landform where a part of a body of water is protected and deep enough to furnish anchorage.	natural harbour		FALSE	FALSE
ENVO:00000467	ENVO	university campus	An area of land on which a college or university and related institutional buildings are situated.	campus		FALSE	FALSE
ENVO:00000468	ENVO	hydroelectric dam	A dam constructed for the purpose of generating electricity from the water stored behind it.			FALSE	FALSE
ENVO:00000469	ENVO	research facility	A facility, permanent or temporary, on land, in air, space or water, where scientific research or measurements can be undertaken.			TRUE	FALSE
ENVO:00000470	ENVO	irrigation dam	A dam constructed for the purpose of holding water in a reservoir for irrigation.			FALSE	FALSE
ENVO:00000471	ENVO	flood control dam	A dam constructed for the purpose of controlling flooding.			FALSE	FALSE
ENVO:00000472	ENVO	backwater	An area of calm water unaffected by the current of a stream.	BACKWATER|wetland		FALSE	FALSE
ENVO:00000473	ENVO	gravel pit	A quarry from which gravel is extracted.	mine site		FALSE	FALSE
ENVO:00000474	ENVO	cut	An excavation of the Earth's surface to provide passage for a road, railway, canal, etc.	CUT|cutting		FALSE	FALSE
ENVO:00000475	ENVO	inlet	An opening of the sea into the land, or of a lake into its shore.	anse|arm|firth|ria		TRUE	FALSE
ENVO:00000476	ENVO	lake inlet	An opening of a lake into its shore.			TRUE	FALSE
ENVO:00000477	ENVO	mount	A mountain or a hill.	cerrito|cerro|dome|koppje|monadnock		TRUE	FALSE
ENVO:00000478	ENVO	range of mounts	A field which includes at least two mounts connected by high ground and arranged in an approximately linear fashion.	range (physiographic)		FALSE	FALSE
ENVO:00000479	ENVO	mouth	The exit or point of discharge of a stream into another stream, lake or sea.	MOUTH|outlet		FALSE	FALSE
ENVO:00000480	ENVO	peak	The summit of a mount.	ahu|ice peak|mountain crest|mountain summit|nunatak|peaks|summit		TRUE	FALSE
ENVO:00000481	ENVO	pinnacle	A tall, slender, spire-shaped rock projecting from a level or more gently sloping surface.	PINNACLE|chapeirao|coral head|crag|natural rock formation|pillar|pinnacle (natural formation)|scar		FALSE	FALSE
ENVO:00000482	ENVO	sea floor	A marine bed which lies below a sea.	Meeresboden|SeaFloor|fondale marino|fondo marino|ocean floor|sea bed|seabed|seafloor|海床|海底		FALSE	FALSE
ENVO:00000483	ENVO	plunge pool	A hollow eroded by the force of the falling water at the base of a waterfall, particularly by the eddying effect.	PLUNGE POOL		FALSE	FALSE
ENVO:00000484	ENVO	polynya	A sea surface layer which is 1) not covered by ice and 2) laterally surrounded by either pack ice or land and pack ice.	POLYNA|Polyn'ya|Polynya|big clearing|clearing|glade|ice clearing|polynia|regional clearing		FALSE	FALSE
ENVO:00000485	ENVO	sea shore	That part of the land in immediate contact with a sea, including the intertidal zone.	shore		TRUE	FALSE
ENVO:00000486	ENVO	shoreline	A two-dimensional continuant fiat boundary which is located between a landmass and a water body.	Küstenlinie|SHOR|Shoreline|coastline|linea costiera|línea costera|海岸線		TRUE	FALSE
ENVO:00000487	ENVO	paternoster lake	One of a series of glacial lakes connected by a single stream or a braided stream system.	lake		FALSE	FALSE
ENVO:00000488	ENVO	glacial lake	A lake which is primarily composed of glacial meltwater and which fills a depression formed as a result of a glacial erosion process.			FALSE	FALSE
ENVO:00000489	ENVO	palsa	A frost heave which is formed as the result of a perennial ice lens forming under soil, pushing a roughly oval portion land surface upwards.	palsa bog|palsamoor		FALSE	FALSE
ENVO:00000490	ENVO	consequent stream	A stream whose course is a direct consequence of the original slope of the surface upon which it developed, i.e., a stream that follows the slope of the original land.			FALSE	FALSE
ENVO:00000491	ENVO	subsequent stream	A stream whose course has been determined by selective headward erosion along weak strata. These streams have generally developed after the original stream. Subsequent streams developed independently of the original relief of the land and generally follow paths determined by the weak rock belts.			FALSE	FALSE
ENVO:00000492	ENVO	resequent stream	A stream whose course follows the original relief, but at a lower level than the original slope (e.g., flows down a course determined by the underlying strata in the same direction). These streams develop later and are generally a tributary to a subsequent stream.			FALSE	FALSE
ENVO:00000493	ENVO	obsequent stream	A stream flowing in the opposite direction of the consequent drainage.	watercourse		FALSE	FALSE
ENVO:00000494	ENVO	insequent stream	A stream that has an almost random drainage often forming dendritic patterns. These are typically tributaries and have developed by a headward erosion on a horizontally stratified belt or on homogeneous rocks. These streams follow courses that apparently were not controlled by the original slope of the surface, its structure or the type of rock.			FALSE	FALSE
ENVO:00000495	ENVO	tributary	A stream or river which flows into another river (a parent river) or body of water but which may not flow directly into the sea.	affluent|affluent stream|confluent stream|river tributary|stream|watercourse		FALSE	FALSE
ENVO:00000496	ENVO	rill	A narrow and shallow incision into soil resulting from erosion by overland flow that has been focused into a thin thread by soil surface roughness. Rilling, the process of rill formation, is common on agricultural land and unvegetated ground.			FALSE	FALSE
ENVO:00000497	ENVO	rincon	An incised meander on a river.	inlet		FALSE	FALSE
ENVO:00000498	ENVO	volcanic dike	An intrusive igneous body. Its thickness is usually much smaller than its other two dimensions. Thickness can vary from sub-centimeter scale to many meters in thickness and the lateral dimensions can extend over many kilometers. A dike is an intrusion into a cross-cutting fissure, meaning a dike cuts across other pre-existing layers or bodies of rock, this means that a dike is always younger than the rocks that contain it. Dikes are usually high angle to near vertical in orientation, but subsequent tectonic deformation may rotate the sequence of strata through which the dike lies so that the latter becomes horizontal.	dyke (geologic)|igneous dike|ridge|volcanic dyke		FALSE	FALSE
ENVO:00000499	ENVO	trough	A linear structural depression that extends laterally over a distance, while being less steep than a trench. A trough can be a narrow basin or a geologic rift. There are various oceanic troughs, troughs found under oceans; examples include the rift along the mid-oceanic ridge and the Cayman Trough.	swale		TRUE	FALSE
ENVO:00000500	ENVO	beaver dam	An obstruction in a stream constructed by a beaver.	dam		FALSE	FALSE
ENVO:00000501	ENVO	submerged bed	The portion of the ground surface which lies below water.	BOTTOM		TRUE	FALSE
ENVO:00000502	ENVO	container of an intermittent saline lake	A depression that is periodically filled with saline water, forming a saline lake.	intermittent saline lake|intermittent salt lake|intermittent salt lakes|lake		FALSE	FALSE
ENVO:00000503	ENVO	container of an intermittent oxbow lake	A depression which is continous with one or more abandoned meander loops of a river channel.	intermittent oxbow lake		FALSE	FALSE
ENVO:00000504	ENVO	container of an intermittent pond	A container of an intermittent water body which, when filled with water, has a well-illuminated surface layer, is subject to complete mixing of the water it holds, and is smaller than the container of a lake.	intermittent pond|intermittent ponds|intermittent pool		FALSE	FALSE
ENVO:00000505	ENVO	underground irrigation canal	A gently inclined underground tunnel bringing water for irrigation from an aquifer.			FALSE	FALSE
ENVO:00000506	ENVO	intermittently filled reservoir	A reservoir that is not permanently filled with water, at times being dry.	intermittent reservoir		FALSE	FALSE
ENVO:00000507	ENVO	wadi mouth	The lower terminus of a wadi where it widens into an adjoining floodplain, depression, or water body.			FALSE	FALSE
ENVO:00000508	ENVO	terrace	A step-like feature between higher and lower ground: a relatively flat or gently inclined shelf of earth, backed and fronted by steep slopes or manmade detaining walls.	TERRACE|bench|bench (natural)|ledge|rock terrace|terrace		FALSE	FALSE
ENVO:00000509	ENVO	marine terrace	A terrace which is located in a marine water body.	bench|bench (seafloor)|marine bench		FALSE	FALSE
ENVO:00000510	ENVO	meander neck	A landform which is the narrowest part of a meander.			FALSE	FALSE
ENVO:00000511	ENVO	blanket bog	A peatland whose development is mostly independent of basins or topographical features where water collects; it simply covers the landscape like a blanket. Peat develops due to a continuous supply of water from rainfall, maintaining waterlogged conditions on the ground. Blanket bogs are ombrotrophic or rain fed, and as a result their pH lies between 3.5 and 4.2.	wetland		TRUE	FALSE
ENVO:00000512	ENVO	pond bed	The ground surface that lies beneath a pond.	pond bottom		FALSE	FALSE
ENVO:00000513	ENVO	reservoir bed	The ground surface that lies beneath a reservoir.	reservoir bottom		FALSE	FALSE
ENVO:00000514	ENVO	crater	A generally circular saucer or bowl-shaped depression caused by explosive action.	CRATER		FALSE	FALSE
ENVO:00000515	ENVO	road cut	A cut to provide passage for a road.			FALSE	FALSE
ENVO:00000516	ENVO	hummock	A patch of ground, distinct from and slightly above the surrounding plain or wetland. Often occurs in groups.			FALSE	FALSE
ENVO:00000517	ENVO	lost stream	A surface stream that disappears into an underground channel, or dries up in an arid area.	lost river|lost watercourse|stream		FALSE	FALSE
ENVO:00000518	ENVO	ditch mouth	The exit or point of discharge of a ditch.			FALSE	FALSE
ENVO:00000519	ENVO	agricultural terrace	A terrace which is used for agricultural activities.			FALSE	FALSE
ENVO:00000520	ENVO	landslide	A mound of earth material, at the base of a slope and the associated scoured area.	landslip|physiographic feature|slide|slide (natural)		FALSE	FALSE
ENVO:00000521	ENVO	rockfall	An irregular mass of fallen rock at the base of a cliff or steep slope.			FALSE	FALSE
ENVO:00000522	ENVO	canal tunnel	A tunnel through which a canal passes.	tunnel		FALSE	FALSE
ENVO:00000523	ENVO	cutoff	A channel formed as a result of a stream cutting through a meander neck.	cut off|cutoff (hydrographic)|cuttoff		FALSE	FALSE
ENVO:00000524	ENVO	abandoned watercourse	A former stream or distributary no longer carrying flowing water, but still evident due to lakes, wetland, topographic or vegetation patterns.			FALSE	FALSE
ENVO:00000525	ENVO	canalized stream	A stream that has been substantially ditched, diked, or straightened.	canal|canalised stream		FALSE	FALSE
ENVO:00000526	ENVO	cliff cleft	A deep narrow slot, notch, or groove in a cliff.	cleft		FALSE	FALSE
ENVO:00000527	ENVO	interfluve	A relatively undissected upland between adjacent stream valleys.	plain		FALSE	FALSE
ENVO:00000528	ENVO	ice cap ridge	A linear elevation on an icecap.	icecap reach|ridge		FALSE	FALSE
ENVO:00000529	ENVO	beach ridge	A ridge of sand just inland and parallel to the beach, usually in series.			FALSE	FALSE
ENVO:00000530	ENVO	apron	A gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts.	apron (geological)|archipelago apron|undersea apron		FALSE	FALSE
ENVO:00000531	ENVO	ice cap depression	A depression which is part of an ice cap.	icecap depression		FALSE	FALSE
ENVO:00000532	ENVO	intermittent saline evaporation pond		intermittent salt pond|lake		FALSE	FALSE
ENVO:00000533	ENVO	landfill	A depression which contains objects and materials discarded by humans or their technologies.	Deponie|discarica|disposal site|garbage dump|rubbish dump|vertedero|垃圾掩埋場		TRUE	FALSE
ENVO:00000534	ENVO	riverine pothole		churn hole|eddy mill|evorsion|giant's kettle|kettle|kolk|pot|rock mill|stream kettle|swirlhole		FALSE	FALSE
ENVO:00000535	ENVO	weir	A low obstruction built across the path of s stream to raise its level.			FALSE	FALSE
ENVO:00000536	ENVO	moatan	An annular depression that may not be continuous, located at the base of many seamounts, islands, and other isolated elevations.			FALSE	FALSE
ENVO:00000537	ENVO	boulder field	A high altitude or high latitude bare, flat area covered with large angular rocks.			FALSE	FALSE
ENVO:00000538	ENVO	arrugado	An undersea area of subdued corrugations.			FALSE	FALSE
ENVO:00000539	ENVO	geographic sill	The low part of a gap or saddle separating basins.	gap|sill|sill (physiographic)		FALSE	FALSE
ENVO:00000540	ENVO	brackish lake	A lake which is primarily composed of brackish water, having a higher salinity than fresh water but a lower salinity than marine water.			FALSE	FALSE
ENVO:00000541	ENVO	brackish pond	A pond which is composed primarily of brackish water.			FALSE	FALSE
ENVO:00000542	ENVO	kame	An irregularly shaped hill or mound composed of sorted or stratified sand and gravel that is deposited in contact with the glacial ice. It can have an irregular shape. Kames are often associated with kettles, and this is referred to as kame and kettle topography. When the ice retreats further, the delta kame often collapses. Kame terraces are frequently found along the side of a glacial valley and are the deposits of meltwater streams flowing between the ice and the adjacent valley side.	mount|ridge		FALSE	FALSE
ENVO:00000543	ENVO	swale	A depression which comprises a low tract of land, especially when moist or marshy.	trough		FALSE	FALSE
ENVO:00000544	ENVO	leat	A man-made watercourse, or makeshift aqueduct, often an artificial channel which supplies water to a watermill or its mill pond, collecting water from upstream of the mill so that the natural level of the driving water is above the level of the stream at the mill. Alternatively to may deliver water for mineral washing and concentration, irrigation or to a dye works.	lete		FALSE	FALSE
ENVO:00000545	ENVO	shingle beach	A beach which is armoured with pebbles or small to medium sized cobbles.	pebble beach		FALSE	FALSE
ENVO:00000546	ENVO	lake sediment	Lake sediment is sediment which covers the bottom of a lake. Lake sediments are comprised mainly of clastic material (sediment of clay, silt, and sand sizes), organic debris, chemical precipitates, or combinations of these.	SedimentLayer		TRUE	FALSE
ENVO:00000547	ENVO	waterhole	A pond, often temporary or seasonal, used as a drinking place by mammals and birds.	water hole|waterhole		FALSE	FALSE
ENVO:00000548	ENVO	gravel field	A field which is composed primarily of gravel.	gravel field area		FALSE	FALSE
ENVO:00000549	ENVO	container of an intermittent water body	A depression which is is periodically filled with water when water supply exceeds evapotranspiration and bed seepage.	intermittent body of water|intermittent water body		TRUE	FALSE
ENVO:00000550	ENVO	range of seamounts	A mountain range which is submerged under a marine water body.	cordillera|seamount chain|seamount group|seamount range|undersea cordillera|undersea mountain chain|undersea range		FALSE	FALSE
ENVO:00000551	ENVO	endorheic basin	A drainage basin from which there is no outflow of water, either on the surface as rivers, or underground by flow or diffusion through rock or permeable material.	closed basin|terminal basin		FALSE	FALSE
ENVO:00000552	ENVO	talik	An area of unfrozen ground surrounded by permafrost.	Talik		FALSE	FALSE
ENVO:00000553	ENVO	multipurpose dam	A dam constructed for more than one purpose.			FALSE	FALSE
ENVO:00000554	ENVO	saddle dam	An auxiliary dam constructed to confine the reservoir created by a primary dam either to permit a higher water elevation and storage or to limit the extent of a reservoir for increased efficiency.			FALSE	FALSE
ENVO:00000555	ENVO	check dam	A dam designed to reduce flow velocity and control soil erosion.			FALSE	FALSE
ENVO:00000556	ENVO	wing dam	A dam that only partly restricts a waterway, creating a faster channel that resists the accumulation of sediment.			FALSE	FALSE
ENVO:00000557	ENVO	dry dam	A dam designed to control flooding. It normally holds back no water and allows the channel to flow freely, except during periods of intense flow that would otherwise cause flooding downstream.			FALSE	FALSE
ENVO:00000558	ENVO	diversionary dam	A dam designed to divert all or a portion of the flow of a river from its natural course.			FALSE	FALSE
ENVO:00000559	ENVO	weapons test site	A region at which weapons, typically military, are tested.			FALSE	FALSE
ENVO:00000560	ENVO	nuclear weapons test site	A weapons test site at which nuclear weapons are, or have been, tested.			FALSE	FALSE
ENVO:00000561	ENVO	military training area	A region in which military personnel train.			FALSE	FALSE
ENVO:00000562	ENVO	park	A bounded area of land, or water, usually in its natural or semi-natural (landscaped) state and set aside for some purpose, usually to do with recreation or conservation.			TRUE	FALSE
ENVO:00000563	ENVO	pier	A raised walkway over water, supported by piles or pillars.			FALSE	FALSE
ENVO:00000564	ENVO	archeological site	A place (or group of physical sites) in which evidence of past activity is preserved (either prehistoric or historic or contemporary), and which is, has been, or may be, investigated using the discipline of archaeology.			TRUE	FALSE
ENVO:00000565	ENVO	sports facility	A building or region where sports activities can be carried out.			FALSE	FALSE
ENVO:00000566	ENVO	winter sports facility	A sports facility constructed for skiing and allied sports that require snow and/or ice.			FALSE	FALSE
ENVO:00000567	ENVO	calanque	A deep valley with steep sides, typically of limestone, in part submerged by the sea.			FALSE	FALSE
ENVO:00000856	ENVO	city	Incorporated populated place.	urban area		TRUE	FALSE
ENVO:00000873	ENVO	freshwater biome	An aquatic biome which is determined by a body of freshwater.	freshwater realm		TRUE	FALSE
ENVO:00000887	ENVO	large river biome	A freshwater river biome which is determined by a large river.			TRUE	FALSE
ENVO:00000888	ENVO	large river headwater biome	A freshwater river biome which is determined by the headwaters of a large river.			FALSE	FALSE
ENVO:00000889	ENVO	large river delta biome	A freshwater river biome which is determined by the delta of a large river.			FALSE	FALSE
ENVO:00000890	ENVO	small river biome	A freshwater river biome which is determined by a small river.			TRUE	FALSE
ENVO:00000891	ENVO	large freshwater lake biome	A freshwater biome which is determined by a large lake.			TRUE	FALSE
ENVO:00000892	ENVO	small freshwater lake biome	A freshwater lake biome which is determined by a small lake.			TRUE	FALSE
ENVO:00000893	ENVO	xeric basin biome	A biome which has little permanent surface water and a low relative abundance of springs.			TRUE	FALSE
ENVO:00001995	ENVO	rock	A rock is a naturally occurring solid aggregate of one or more minerals or mineraloids.			TRUE	FALSE
ENVO:00001996	ENVO	mine drainage	The outflow of water from a mine.	acid and metalliferous drainage|acid rock drainage		FALSE	FALSE
ENVO:00001997	ENVO	acid mine drainage	A mine drainage with an acidic pH.	acid rock drainage		TRUE	FALSE
ENVO:00001998	ENVO	soil	An environmental material which is primarily composed of minerals, varying proportions of sand, silt, and clay, organic material such as humus, interstitial gases, liquids, and a broad range of resident micro- and macroorganisms.	regolith		TRUE	FALSE
ENVO:00001999	ENVO	marine water body	A lentic water body which is composed primarily of marine water.	body of marine water|marine waterbody		TRUE	FALSE
ENVO:00002000	ENVO	slope	A solid astronomical body part which is part of the planetary surface between the peak of an elevation or the bottom of a depression and relatively flat surrounding land.	flank|side		TRUE	FALSE
ENVO:00002001	ENVO	waste water	Water that has been adversely affected in quality by anthropogenic influence.			TRUE	FALSE
ENVO:00002003	ENVO	fecal material	An excreta material which is composed primarily of feces, an excreta consisting of waste products expelled from an animal's digestive tract through the anus (or cloaca) during defecation.	droppings|faeces material|feces material|frass|pellet		FALSE	FALSE
ENVO:00002005	ENVO	air	The mixture of gases (roughly (by molar content/volume: 78% nitrogen, 20.95% oxygen, 0.93% argon, 0.038% carbon dioxide, trace amounts of other gases, and a variable amount (average around 1%) of water vapor) that surrounds the planet Earth.			TRUE	FALSE
