identifier	decision	object_id	object_label	grounding_status	curator	date	notes	review_depth	category	relation
habitatmech:GOLD.ae5e624552	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.aea5240af3	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.aed29e2fc1	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.aed863b800	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.af0c4ac629	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.af1854714b	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Non-marine Saline and Alkaline > Alkaline > Microbial 	ITEM		
habitatmech:GOLD.afb49b0d4b	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.aff0c7b92a	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.affd2445ea	CONFIRM_UNGROUNDED	ENVO:01001002	animal-associated environment		claude-opus-5	2026-08-12	Sponges as host. ENVO:01000161 marine sponge reef is the reef environment, not the sponge as a host, so it is not a substitute. Parented to animal-associated environment. ENVO term request.	ITEM		
habitatmech:GOLD.b076c78736	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b0c80b8e45	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b0d35001b6	GROUND	ENVO:00002124	anaerobic bioreactor	EXACT	claude-opus-5	2026-08-12	GOLD qualifies the parent Bioreactor node; the composed label is exactly this ENVO term. Path: Engineered > Bioreactor > SSF (Solid state fermentation) > Anaerobic	ITEM		
habitatmech:GOLD.b0f6a1ef74	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b11bdfbd7c	GROUND_AS_PARENT	ENVO:00000019	saline lake	NARROW	claude-opus-5	2026-08-13	A soda lake is a specific alkaline saline lake; merging it into saline lake loses the distinction and ENVO has no soda-lake term. Path: Environmental > Aquatic > Non-marine Saline and Alkaline > Soda lake	ITEM		
habitatmech:GOLD.b183820c16	GROUND	BTO:0006188	arterial blood	EXACT	claude-opus-5	2026-08-16	Compound-path screen (#12): every search route reads the GOLD leaf alone, but the leaf is only the last step of the path — 'Arterial' under 'Blood' means 'arterial blood'. Searched on its own it matches nothing (or the wrong sense entirely: 'Hyaline' finds PATO's transparent), which is why the class-level sweep recorded no match. The compound names BTO:0006188 'arterial blood' exactly. Read against the full path before deciding.	ITEM		
habitatmech:GOLD.b1b5044bde	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b1f94cf5f5	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b21e68a415	GROUND	BTO:0000777	adenoid	EXACT	claude-opus-5	2026-08-12	Slash alternative; the pharyngeal tonsil is the adenoid. Path: Host-associated > Mammals: Human > Lymphatic system > Tonsils > Adenoi	ITEM		
habitatmech:GOLD.b220a9866e	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b22544c1b5	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b233d8686d	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.b2ae44ae05	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.b2bb6d6801	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b2c3ae1ed5	GROUND	FOODON:00001258	food (fermented)	BROAD	claude-opus-5	2026-08-12	Fermented beverages. The vendored FOODON slice has no fermented-beverage term, only the general fermented-food class, which is broader than the source concept.	ITEM		
habitatmech:GOLD.b3344a5da2	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b36274f0b9	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b3725fa211	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b37828b7b3	GROUND	FOODON:00001183	bread food product	CLOSE	claude-opus-5	2026-08-12	GOLD's Bread production node names the process while FOODON names the product; CLOSE rather than EXACT because the habitat sampled is the dough and bakery environment as well as the loaf.	ITEM		
habitatmech:GOLD.b38b3eaad3	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b39df834b2	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b3e7b4ce80	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Marine > Hydrothermal vents > Microbial mats	ITEM		
habitatmech:GOLD.b40f9c3903	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b413e76a62	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b449dc6329	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b490f9b61c	GROUND	BTO:0004165	meibomian gland	EXACT	claude-opus-5	2026-08-12	Leaf label equals the BTO label exactly and no other source concept claims it. Path: Host-associated > Mammals: Human > Integumentary system > Meibomian glands	ITEM		
habitatmech:GOLD.b4e93f5d66	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-13	GOLD's 'Indoor' node. The mapping table pointed it at ENVO:01000856, which it labels 'indoor environment' and ENVO labels 'temperate marginal sea biome'. No indoor-environment term in the vendored slice. Term request.	ITEM		
habitatmech:GOLD.b5081d36b9	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b5db47fe7a	GROUND	ENVO:00000241	tidal mudflat	CLOSE	claude-opus-5	2026-08-12	A tidal flat may be sand or mud; ENVO only offers the mudflat, so CLOSE. Path: Environmental > Aquatic > Marine > Intertidal zone > Tidal flats	ITEM		
habitatmech:GOLD.b645aeee26	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b66efd9c93	GROUND	BTO:0000495	gametophyte	EXACT	claude-opus-5	2026-08-12	Leaf label equals the BTO label exactly and no other source concept claims it. Path: Host-associated > Plants > Bryophytes > Moss > Gametophytes	ITEM		
habitatmech:GOLD.b67361c96c	GROUND	ENVO:03600050	space station	BROAD	claude-opus-5	2026-08-12	The ISS is one space station, so the ENVO term is broader than the source concept. Best available; the ISS itself has no term.	ITEM		
habitatmech:GOLD.b689001db7	GROUND	ENVO:00002875	oil contaminated soil	EXACT	claude-opus-5	2026-08-12	GOLD qualifies the parent Soil node; the composed label is exactly this ENVO term. Path: Environmental > Terrestrial > Soil > Sand > Oil-contaminated	ITEM		
habitatmech:GOLD.b69e4553bb	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b6cdf087cc	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.b6ea996423	GROUND_AS_PARENT	ENVO:03600004	drinking water treatment plant	BROAD	claude-opus-5	2026-08-13	A generic water treatment plant may treat wastewater rather than drinking water, so the drinking-water term is narrower than this node, not equal to it. Path: Engineered > Built environment > Water treatment plant	ITEM		
habitatmech:GOLD.b75e4aa08f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b76e4c6e4a	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Freshwater > Meromictic lake > Microbial mats	ITEM		
habitatmech:GOLD.b7f85ae39f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b7fb94216a	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.b842078e17	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b84283af7d	GROUND_AS_PARENT	UBERON:0000970	eye	NARROW	claude-opus-5	2026-08-12	The vitreous chamber is a compartment within the eye. Path: Host-associated > Mammals: Human > Visual system > Eye: Vitreous chamb	ITEM		
habitatmech:GOLD.b87b35dfa6	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b88a94c4f7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b8b289be4a	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b8e99e08e5	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b933f64ea6	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.b98f04d5ad	GROUND_AS_PARENT	BTO:0000397	tooth	NARROW	claude-opus-5	2026-08-12	Dentin is a tissue within the tooth. Path: Host-associated > Mammals: Human > Digestive system > Oral cavity > To	ITEM		
habitatmech:GOLD.ba38e5e8ae	GROUND	PO:0030027	thallus	EXACT	claude-opus-5	2026-08-12	Slash alternative naming one thing; grounded to the head term. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Thallus/Plant body'. Re-grounded from BTO:0001366 to PO:0030027 now that PO is vendored (#10).	ITEM		
habitatmech:GOLD.ba858ff7a6	GROUND_AS_PARENT	BTO:0006187	venous blood	NARROW	claude-opus-5	2026-08-16	Compound-path screen (#12): every search route reads the GOLD leaf alone, but the leaf is only the last step of the path — 'Venous' under 'Blood' means 'venous blood'. Searched on its own it matches nothing (or the wrong sense entirely: 'Hyaline' finds PATO's transparent), which is why the class-level sweep recorded no match. The compound names BTO:0006187 'venous blood' exactly. Read against the full path before deciding. This is the 'Mammals: Human' path, which is a narrower kind of the same thing as the generic 'Mammals' path grounded to the same term; it is attached as a parent rather than adopted so the two do not merge and lose the host distinction.	ITEM		
habitatmech:GOLD.ba9317369a	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bab80a1f4c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bacecefac3	GROUND	BTO:0004849	pharyngeal gland	EXACT	claude-opus-5	2026-08-12	Leaf label equals the BTO label exactly and no other source concept claims it. Path: Host-associated > Arthropoda: Insects > Digestive system > Pharyngeal glands	ITEM		
habitatmech:GOLD.baf1d9bbc6	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.baffd7f6c7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bb1e8cd107	GROUND	BTO:0006350	polyp	EXACT	claude-opus-5	2026-08-12	Leaf label equals the BTO label exactly and no other source concept claims it. Path: Host-associated > Mammals: Human > Benign tumor > Polyps	ITEM		
habitatmech:GOLD.bb809618f0	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bbb4a18cfe	GROUND	UBERON:0001970	bile	EXACT	claude-opus-5	2026-08-12	The habitat sampled is the bile. Path: Host-associated > Mammals: Human > Digestive system > Biliary tract > 	ITEM		
habitatmech:GOLD.bbdd2fde5b	GROUND	UBERON:0000029	lymph node	EXACT	claude-opus-5	2026-08-12	Plural of the exact anatomical term. Path: Host-associated > Mammals > Lymphatic system > Lymph nodes	ITEM		
habitatmech:GOLD.bbe6f109e1	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bbf683017f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bcbb2a8929	GROUND_AS_PARENT	ENVO:03600064	microbialite	NARROW	claude-opus-5	2026-08-12	5 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbialite rather than microbialite itself. Grounding them all to ENVO:03600064 would merge distinct environments; ENVO:03600064 is recorded as a parent instead. Path: Environmental > Aquatic > Marine > Intertidal zone > Microbialites	ITEM		
habitatmech:GOLD.bcd41f1c5d	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bdd0c4def8	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.be1c317f16	GROUND	BTO:0001368	thorax	EXACT	claude-opus-5	2026-08-12	Slash alternative naming one thing; grounded to the head term. Pereon is the crustacean thorax. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Thorax/Pereon'.	ITEM		
habitatmech:GOLD.be387c9aa8	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.be4a7c95b6	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.be8bc688c1	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.be8f52fddd	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bef31e166b	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bef53c8bcc	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Thermal springs > Runoff channel > Microbial mats	ITEM		
habitatmech:GOLD.bf15464676	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bf814eda33	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bfd6bfa0f1	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bfd8cc8b7d	GROUND	ENVO:01000867	solar panel array	CLOSE	claude-opus-5	2026-08-12	ENVO names the array; GOLD's node is the panel surface as a habitat. Path: Engineered > Built environment > Solar panel	ITEM		
habitatmech:GOLD.bfe3e11951	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.bfec1d2ae2	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c0691a01cf	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c07aaa941d	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c08255b2d2	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c085f6141a	NOT_APPLICABLE				claude-opus-5	2026-08-12	Hot (42-90C) is a temperature band qualifying the thermal spring above it, not a habitat in its own right. Belongs in environmental_parameters, not as a record identity.	ITEM		
habitatmech:GOLD.c0b02b63b9	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c0bdab9b90	GROUND	BTO:0001823	synovium	EXACT	claude-opus-5	2026-08-12	Slash alternative naming one thing; grounded to the head term. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Synovium/Synovial membrane'.	ITEM		
habitatmech:GOLD.c0ce593089	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.c0eea2809c	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Freshwater > Puddle > Microbial mats	ITEM		
habitatmech:GOLD.c1749852f0	GROUND_AS_PARENT	UBERON:0007365	rumen	NARROW	claude-opus-5	2026-08-12	GOLD's 'X: Y' names a part or region of X, so X is a parent rather than the identity. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Rumen: Caudodorsal blind sac'.	ITEM		
habitatmech:GOLD.c1dd680dc7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
